WhichDoYouWearMostFrequent,YourFavoriteLegcareBrand,Registration Gender,NumberOfChildren,DoYouPurchaseForOthers,HowDoYouDressForWork,HowManyPairsDoYouPurchase,YourFavoriteLegwearBrand,WhoMakesPurchasesForYou,NumberOfAdults,HowDidYouHearAboutUs,SendEmail,HowOftenDoYouPurchase,HowDidYouFindUs,City,US State,Email,Truck Owner,RV Owner,Motorcycle Owner,Marital Status,Working Woman,Mail Responder,Bank Card Holder,Gas Card Holder,Upscale Card Holder,Unknown Card Type,TE Card Holder,Premium Card Holder,Presence Of Children,Estimated Income Code,Home Market Value,New Car Buyer,Vehicle Lifestyle,Property Type,Loan To Value Percent,Presence Of Pool,Own Or Rent Home,Mail Order Buyer,DMA No Mail Solicitation Flag,DMA No Phone Solicitation Flag,New Bank Card,Speciality Store Retail,Oil Retail Activity,Bank Retail Activity,Finance Retail Activity,Miscellaneous Retail Activity,Upscale Retail,Upscale Speciality Retail,Retail Activity,Dwelling Size,Lendable Home Equity,Home Size Range,Lot Size Range,Dwelling Unit Size,Available Home Equity,Minority Census Tract,Gender,Occupation,Other Indiv\. Gender,Other Indiv\. Occupation,Year of Birth,Value Of All Vehicles,Age,Other Indiv\. Age,Number Of Adults,Year House Was Built,Length Of Residence,Year Home Was Bought,Home Purchase Date,Number Of Vehicles,CRA Income Classification,Number Of Credit Lines,Dataquick Market Code,Insurance Expiry Month,Month Home Was Bought,Year Of Structure,REQUEST_DAY_OF_WEEK,REQUEST_HOUR_OF_DAY,Customer ID,Clicks,Duration,Orderer
,,,,False,,,,,,print ad,True,,,Sumter,SC,COM,False,False,False,Single,False,True,False,False,False,False,False,False,False,$50;000-$74;999,$100;000-$124;999,,,single family dwelling,,False,Owner,False,True,True,False,False,False,False,False,False,False,False,False,50-99 HOUSEHOLDS,,2;000-2;499 FT,,MULTI FAMILY DWELLING UNIT,EQUITY $30;000-$49;000,False,,,,,,,30,,5,1991,3,,,,,,2,,,1993,Saturday,17,45118,14,0:11:20,0
,,,,False,,,,,,friend / family,False,,,Baltimore,MD,EDU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Saturday,18,45126,43,0:45:02,0
,,,,False,,,,,,print ad,True,,,Orange,CA,COM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Saturday,19,45134,24,0:15:55,0
,,,,False,,,,,,print ad,True,,,Lakewood,WA,COM,False,False,False,Married,True,True,True,True,False,False,False,False,True,$40;000-$49;999,,,,,,False,Renter,True,True,True,False,False,False,False,False,False,False,False,False,SINGLE HOUSEHOLD,,,,SINGLE FAMILY DWELLING UNIT,,False,Female,PROFESSIONAL/TECHNICAL,,,,,26,,1,,1,,,,,,,,,1990,Saturday,21,45146,7,0:03:15,0
,,,,False,,,,,,other,True,,,Belchertown,MA,COM,False,False,False,Married,True,True,True,True,False,False,False,False,False,$50;000-$74;999,$125;000-$149;999,True,IMPORT (STANDARD/ECONOMY),,,False,Owner,True,True,True,False,False,False,False,False,False,False,False,False,SINGLE HOUSEHOLD,,,,SINGLE FAMILY DWELLING UNIT,EQUITY $30;000-$49;000,False,Female,PROFESSIONAL/TECHNICAL,Male,PROFESSIONAL/TECHNICAL,,18000,26,28,2,,2,1998,199800,2,,,,,,1998,Saturday,22,45150,13,0:04:59,0
,,,,False,,,,,,,True,,,Niagara University,NY,COM,True,True,False,Inferred Married,False,True,True,True,True,True,False,False,True,$75;000-$99;999,$100;000-$124;999,,IMPORT (STANDARD/ECONOMY),2-4 unit(duplex;triplex;quad),0% (NO LOANS),False,Owner,True,True,True,False,True,False,True,False,True,False,False,True,SINGLE HOUSEHOLD,EQUITY $75;000-$99;999,2;000-2;499 FT,1 ACRE OR LESS,MULTI FAMILY DWELLING UNIT,EQUITY $100;000-$149;999,False,,,,,,16000,42,,2,1957,12,1987,198707,1,4,3,,,7,1960,Sunday,4,45158,5,0:04:07,0
,,,,False,,,,,,other,True,,,Boyne Falls,MI,NET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sunday,5,45162,25,0:29:22,0
,,,,False,,,,,,e-mail,False,,,Greensburg,PA,COM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sunday,6,45178,26,0:19:05,0
,,,,False,,,,,,,True,,,bel air,MD,COM,True,False,False,Married,False,True,True,True,True,False,False,False,True,$30;000-$39;999,$25;000-$49;999,,IMPORT (STANDARD/ECONOMY),single family dwelling,0% (NO LOANS),False,Owner,True,True,True,False,False,False,False,False,False,False,False,False,SINGLE HOUSEHOLD,EQUITY $30;000-$49;000,1;250-1;499 FT,1 ACRE OR LESS,SINGLE FAMILY DWELLING UNIT,EQUITY $30;000-$49;000,False,Female,HOUSEWIFE,Male,ADMINISTRATIVE/MANAGERIAL,,14000,38,40,2,1987,1,1998,199809,2,,,6,,9,1990,Sunday,7,45182,3,0:00:46,0
,,,,False,,,,,,other,True,,,Reedley,CA,COM,False,False,False,Married,True,True,True,True,True,True,False,False,True,$125;000 OR MORE,$200;000-$224;999,,,single family dwelling,75-79%,False,Owner,True,True,True,False,False,False,False,False,False,False,False,True,SINGLE HOUSEHOLD,EQUITY $1-$4;999,2;500-2;999 FT,1 ACRE OR LESS,SINGLE FAMILY DWELLING UNIT,EQUITY $30;000-$49;000,False,Female,ADMINISTRATIVE/MANAGERIAL,Male,PROFESSIONAL/TECHNICAL,,,38,42,2,1991,7,1992,199210,,3,2,1,10,10,1986,Sunday,12,45190,10,0:03:38,0
,,,,False,,,,,,,True,,,seneca,SC,NET,False,False,False,Married,True,True,True,True,True,True,False,True,False,$50;000-$74;999,$50;000-$74;999,,,,,False,Owner,True,True,True,False,False,False,False,False,True,False,False,True,SINGLE HOUSEHOLD,,,,SINGLE FAMILY DWELLING UNIT,EQUITY $50;000-$74;000,False,Male,RETIRED,Female,SALES/SERVICE,,,48,42,5,,7,1993,199300,2,,1,,,,1976,Sunday,12,45198,30,0:24:17,0
,,,,False,,,,,,other,True,,,maryville,TN,COM,True,False,False,Inferred Married,False,True,True,True,False,False,False,False,False,$30;000-$39;999,$50;000-$74;999,True,TRUCK OR UTILITY VEHICLE,single family dwelling,,False,Owner,False,True,True,False,False,False,False,False,False,False,False,False,SINGLE HOUSEHOLD,,1;000-1;249 FT,,SINGLE FAMILY DWELLING UNIT,EQUITY $30;000-$49;000,False,Female,,Male,,,4000,30,32,3,1960,5,1995,199500,,2,,7,,,1960,Sunday,14,45202,10,0:11:41,0
,,,,False,,,,,,e-mail,True,,,Russellville,OH,COM,False,False,False,Married,False,True,True,True,True,False,False,False,False,$15;000-$19;999,$25;000-$49;999,,FULL SIZE (STANDARD/LUXURY),,,False,Renter,True,True,True,False,False,False,False,False,False,False,False,False,SINGLE HOUSEHOLD,,,,SINGLE FAMILY DWELLING UNIT,EQUITY $20;000-$29;000,False,Female,,Male,STUDENT,,4000,24,24,2,,1,,,1,,,,,,1998,Sunday,16,45210,15,0:10:18,0
,,,,False,,,,,,print ad,True,,,Ft\. Collins,CO,COM,True,True,False,Married,False,True,True,True,True,True,False,False,False,$125;000 OR MORE,$275;000-$299;999,True,PERSONAL LUXURY CAR,,,False,Owner,True,True,True,False,True,False,True,False,False,False,False,True,SINGLE HOUSEHOLD,,,,SINGLE FAMILY DWELLING UNIT,EQUITY $200;000-$249;999,False,Female,,Male,ADMINISTRATIVE/MANAGERIAL,,71000,46,58,4,,6,1994,199400,1,3,3,,,,1978,Sunday,17,45222,26,0:27:12,0
,,,,False,,,,,,print ad,True,,,Detroit,MI,COM,False,False,False,,False,True,True,True,True,False,False,True,False,$40;000-$49;999,$50;000-$74;999,True,,,,False,Owner,True,True,True,False,False,False,False,False,False,False,False,False,100+ HOUSEHOLDS,,,,MULTI FAMILY DWELLING UNIT,EQUITY $100;000-$149;999,False,Female,HOUSEWIFE,Female,,,,50,40,2,,11,1989,198900,2,,,,,,1966,Sunday,17,45230,51,0:29:07,0
,,,,False,,,,,,e-mail,False,,,Cherry Hill,NJ,COM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sunday,17,45238,15,0:10:57,0
,,,,False,,,,,,friend / family,False,,,McHenry,IL,COM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sunday,19,45242,9,0:05:22,0
,,,,False,,,,,,friend / family,False,,,McHenry,IL,COM,False,False,False,Married,False,True,True,True,True,True,True,False,True,$50;000-$74;999,$100;000-$124;999,True,IMPORT (STANDARD/ECONOMY),,,False,Owner,True,True,True,False,False,False,False,False,False,False,False,True,SINGLE HOUSEHOLD,,,,SINGLE FAMILY DWELLING UNIT,EQUITY $50;000-$74;000,False,Female,,Male,ADMINISTRATIVE/MANAGERIAL,,19000,34,32,3,,3,1997,199700,2,,1,,,,1994,Sunday,19,45250,20,0:08:47,0
,,,,False,,,,,,friend / family,True,,,frenchtown,MT,COM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sunday,19,45254,30,0:32:19,0
,,,,False,,,,,,other,False,,,Urbana,IL,COM,True,False,False,Married,False,True,True,True,True,True,False,True,False,$125;000 OR MORE,$100;000-$124;999,True,SPECIALTY (MIDSIZE/SMALL),,,False,Owner,True,True,True,False,True,False,True,True,False,True,False,True,3 HOUSEHOLDS,,,,MULTI FAMILY DWELLING UNIT,EQUITY $50;000-$74;000,False,,,,,,19000,26,,5,,15,1988,198800,2,3,4,,,,1976,Sunday,20,45270,11,0:10:27,0
,,,,False,,,,,,other,True,,,San Gabriel,CA,NET,False,False,False,Single,False,True,True,True,False,True,False,False,False,$75;000-$99;999,$200;000-$224;999,,,single family dwelling,0% (NO LOANS),False,Owner,True,True,True,False,False,False,True,False,False,False,False,True,SINGLE HOUSEHOLD,EQUITY $150;000-$199;999,1;000-1;249 FT,1 ACRE OR LESS,SINGLE FAMILY DWELLING UNIT,EQUITY $200;000-$249;999,False,,,,,,,,,5,1949,8,1991,199112,1,3,2,4,,12,1949,Sunday,21,45278,9,0:10:12,0
,,,,False,,,,,,print ad,True,,,Petaluma,CA,COM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sunday,22,45282,9,0:02:26,0
,,,,False,,,,,,other,False,,,APO,NY,Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sunday,23,45294,6,0:02:54,0
,,,,False,,,,,,e-mail,True,,,Nikolaev,AL,Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Monday,0,45298,1,0:00:00,0
,,,,False,,,,,,friend / family,True,,,Bajna Luka,KY,NET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Monday,2,45302,7,0:17:20,0
,,,,False,,,,,,other,False,,,Oxford,NY,COM,False,False,False,Married,False,True,True,True,True,False,False,False,False,$40;000-$49;999,$50;000-$74;999,True,FULL SIZE (STANDARD/LUXURY),,,False,Owner,True,True,True,False,False,False,False,False,False,False,False,False,SINGLE HOUSEHOLD,,,,MULTI FAMILY DWELLING UNIT,EQUITY $30;000-$49;000,False,Female,,Male,,,5000,50,52,2,,9,1991,199100,1,3,,,,,1992,Monday,5,45306,23,0:16:54,0
,,,,False,,,,,,friend / family,False,,,waltham,MA,COM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Monday,7,45328,2,0:03:15,0
,,,,False,,,,,,,True,,,New Haven,CT,COM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Monday,7,45332,30,0:07:49,0
,,,,False,,,,,,,True,,,San Francicso,CA,Gazelle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Monday,8,45348,4,0:00:38,0
,,,,False,,,,,,,False,,,Sandy Hook,CT,COM,False,False,False,Married,False,True,True,True,True,True,False,True,False,$125;000 OR MORE,$200;000-$224;999,True,,single family dwelling,,False,Owner,True,True,True,False,False,False,False,False,False,False,False,False,3 HOUSEHOLDS,,,GREATER THAN 1 ACRE,SINGLE FAMILY DWELLING UNIT,EQUITY $100;000-$149;999,False,,,,,,,28,,2,,4,1996,199600,,,,6,,,1977,Monday,8,45352,22,0:12:12,0
,,,,False,,,,,,other,True,,,NY,NY,COM,False,False,False,,False,False,False,False,False,False,False,False,False,,,,,,,False,,False,True,True,False,False,False,False,False,False,False,False,False,,,,,,,False,,,,,,,,,,,,,,,,,,,,,Monday,9,45360,33,0:21:54,0
,,,,False,,,,,,print ad,False,,,LaGrange,IL,NET,False,False,False,Married,False,True,True,True,True,False,False,True,True,$125;000 OR MORE,$350;000-$399;999,True,,,,False,Owner,True,True,True,False,False,False,False,False,False,False,False,False,SINGLE HOUSEHOLD,,,,SINGLE FAMILY DWELLING UNIT,EQUITY $100;000-$149;999,False,Female,,Male,SALES/SERVICE,,,46,46,2,,14,1985,198505,,4,,,,5,1985,Monday,9,45364,28,0:24:35,0
,,,,False,,,,,,e-mail,False,,,Chevy Chase,MD,COM,False,False,False,,False,False,True,True,True,True,False,True,False,$75;000-$99;999,$175;000-$199;999,True,,single family dwelling,,False,Owner,False,True,True,False,False,False,False,False,False,False,False,True,SINGLE HOUSEHOLD,,2;500-2;999 FT,1 ACRE OR LESS,SINGLE FAMILY DWELLING UNIT,EQUITY $20;000-$29;000,False,Female,,Female,,,,40,,2,1986,8,1992,199200,2,3,1,4,,,1989,Monday,9,45372,69,0:28:58,0
,,,,False,,,,,,other,True,,,CT,CT,COM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Monday,9,45380,4,0:00:38,0
,,,,False,,,,,,other,True,,,NY,NY,COM,False,False,False,,False,False,False,False,False,False,False,False,False,,,,,,,False,,False,True,True,False,False,False,False,False,False,False,False,False,,,,,,,False,,,,,,,,,,,,,,,,,,,,,Monday,10,45388,1,0:00:00,0
,,,,False,,,,,,other,True,,,NY,NY,COM,False,False,False,,False,False,False,False,False,False,False,False,False,,,,,,,False,,False,True,True,False,False,False,False,False,False,False,False,False,,,,,,,False,,,,,,,,,,,,,,,,,,,,,Monday,10,45392,32,0:14:24,0
,,,,False,,,,,,direct mail,False,,,WEST CHESTER,OH,NET,True,False,False,Married,False,False,True,True,True,False,False,False,True,$125;000 OR MORE,$125;000-$149;999,,SPECIALTY (MIDSIZE/SMALL),single family dwelling,80-84%,False,Owner,False,True,True,False,False,False,False,False,False,False,False,False,SINGLE HOUSEHOLD,EQUITY LESS THAN OR EQUAL $0,1;750-1;999 FT,1 ACRE OR LESS,SINGLE FAMILY DWELLING UNIT,EQUITY $20;000-$29;000,False,,,,,,15000,26,,2,1986,4,1995,199506,1,4,,3,3,6,1986,Monday,11,45400,2,0:00:58,0
,,,,False,,,,,,other,True,,,Elmhurst,NY,COM,False,False,False,,False,False,True,True,True,False,False,True,False,$75;000-$99;999,$300;000-$349;999,True,,,,False,Owner,False,True,True,False,False,False,False,False,False,False,False,False,20-29 HOUSEHOLDS,,,,MULTI FAMILY DWELLING UNIT,EQUITY $200;000-$249;999,False,Female,,Female,,,,,,2,,9,1991,199100,2,,,,,,1979,Monday,11,45404,10,0:10:57,0
,,,,False,,,,,,,False,,,new york,NY,COM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Monday,11,45408,5,0:06:02,0
,,,,False,,,,,,friend / family,True,,,Oakland,CA,Gazelle,False,False,False,Single,False,True,True,True,True,False,False,True,False,Under $15;000,,,,,,False,Owner,False,True,True,False,False,False,False,False,False,False,False,False,SINGLE HOUSEHOLD,,,,SINGLE FAMILY DWELLING UNIT,EQUITY $200;000-$249;999,False,Male,,,,,,28,,1,,5,1995,199500,1,,,,,,1981,Monday,12,45420,40,0:11:48,0
,,,,False,,,,,,friend / family,False,,,San Francisco,CA,COM,False,False,False,Single,True,True,True,False,False,False,False,False,False,Under $15;000,,,,,,False,Owner,True,True,True,False,False,False,False,False,False,False,False,False,6 HOUSEHOLDS,,,,MULTI FAMILY DWELLING UNIT,EQUITY $100;000-$149;999,False,Female,PROFESSIONAL/TECHNICAL,,,,,24,,1,,4,1996,199600,,,,,,,1976,Monday,12,45424,8,0:03:52,0
,,,,False,,,,,,,True,,,Lancaster,PA,NET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Monday,12,45436,8,0:04:52,0
,,,,False,,,,,,,False,,,LaConner,WA,COM,False,False,False,,False,False,False,False,False,False,False,False,False,$40;000-$49;999,$100;000-$124;999,,,single family dwelling,,False,,False,True,True,False,False,False,False,False,False,False,False,False,10-19 HOUSEHOLDS,,1;250-1;499 FT,,MULTI FAMILY DWELLING UNIT,,False,Female,,Male,,,,,56,2,1991,,,,,,,4,,,1980,Monday,13,45440,19,0:16:21,0
,,,,False,,,,,,direct mail,False,,,Franklin Park,NJ,COM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Monday,13,45444,1,0:00:00,0
,,,,False,,,,,,print ad,False,,,Canyon,TX,COM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Monday,13,45448,20,0:31:57,0
,,,,False,,,,,,other,True,,,Avondale,AZ,COM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Monday,14,45460,11,0:06:35,0
,,,,False,,,,,,other,False,,,San Francisco,CA,COM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Monday,14,45464,24,0:08:00,0
,,,,False,,,,,,friend / family,False,,,San francisco,CA,COM,False,False,False,,False,False,False,False,False,False,False,False,False,,$300;000-$349;999,,,single family dwelling,,False,,False,True,True,False,False,False,False,False,False,False,False,False,SINGLE HOUSEHOLD,,,1 ACRE OR LESS,SINGLE FAMILY DWELLING UNIT,,False,,,,,,,,,1,,,,,,,,5,,,1996,Monday,14,45576,22,0:07:20,0
,,,,False,,,,,,,True,,,San Francisco,CA,Gazelle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Monday,15,45584,4,0:01:25,0
,,,,False,,,,,,other,True,,,San Diego,CA,COM,False,False,False,Single,True,True,True,True,True,False,False,True,False,Under $15;000,$200;000-$224;999,,,single family dwelling,50-59%,False,Owner,True,True,True,False,False,False,False,False,False,False,False,False,SINGLE HOUSEHOLD,EQUITY $30;000-$49;000,1;750-1;999 FT,1 ACRE OR LESS,SINGLE FAMILY DWELLING UNIT,EQUITY $50;000-$74;000,False,Female,SELF EMPLOYED PROF/TECH,Female,SELF EMPLOYED PROF/TECH,,,24,52,2,1965,11,1988,198810,2,4,,,7,10,1900,Monday,15,45600,13,0:10:00,0
,,,,False,,,,,,other,True,,,La Porte,IN,COM,False,False,False,Married,False,True,True,True,False,True,False,False,True,$30;000-$39;999,$1;000-$24;999,True,,,,False,Owner,True,True,True,False,False,False,True,False,False,True,False,False,SINGLE HOUSEHOLD,,,,SINGLE FAMILY DWELLING UNIT,EQUITY $20;000-$29;000,False,Female,HOUSEWIFE,Male,,,,24,26,2,,2,1998,199800,2,,2,,,,1996,Monday,15,45608,9,0:06:57,0
,,,,False,,,,,,other,True,,,Hamburg,VA,COM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Monday,15,45626,29,0:31:26,0
,,,,False,,,,,,other,True,,,colts neck,NJ,COM,False,False,False,Married,False,True,True,True,True,True,False,False,True,$75;000-$99;999,$400;000-$449;999,True,,single family dwelling,,False,Owner,True,True,True,False,False,False,False,False,False,False,False,True,SINGLE HOUSEHOLD,,,,SINGLE FAMILY DWELLING UNIT,EQUITY $200;000-$249;999,False,Female,,Male,ADMINISTRATIVE/MANAGERIAL,,,56,56,4,,6,1978,197800,2,4,1,1,,,1982,Monday,16,45634,20,0:06:53,0
,,,,False,,,,,,e-mail,True,,,New York,NY,COM,False,False,False,Married,True,True,True,True,True,True,False,True,False,$30;000-$39;999,,,,,,False,Owner,False,True,True,False,False,True,True,False,False,False,False,True,50-99 HOUSEHOLDS,,,,MULTI FAMILY DWELLING UNIT,EQUITY $250;000-$499;999,False,,,,,,,54,,1,,7,1993,199300,,,3,,,,1964,Monday,16,45646,10,0:03:49,0
,,,,False,,,,,,print ad,True,,,Copley,OH,NET,False,False,False,Married,True,False,True,True,False,False,False,False,False,Under $15;000,,,FULL SIZE (STANDARD/LUXURY),,,False,,False,True,True,False,False,False,False,False,False,False,False,False,4 HOUSEHOLDS,,,,MULTI FAMILY DWELLING UNIT,,False,Female,STUDENT,,,,2000,46,,1,,2,,,1,,,,,,1996,Monday,17,45658,35,0:30:21,0
,,,,False,,,,,,,False,,,Webster,NY,COM,True,False,False,Married,True,True,True,True,True,False,False,False,False,$125;000 OR MORE,$125;000-$149;999,True,IMPORT (STANDARD/ECONOMY),single family dwelling,0% (NO LOANS),False,Owner,True,True,True,False,False,False,False,False,False,False,False,True,SINGLE HOUSEHOLD,EQUITY $100;000-$149;999,1;750-1;999 FT,1 ACRE OR LESS,SINGLE FAMILY DWELLING UNIT,EQUITY $100;000-$149;999,False,,,,,,29000,,,4,1972,12,1988,198800,2,4,,2,,,1900,Monday,17,45666,9,0:03:59,0
,,,,False,,,,,,other,True,,,forest lake,MN,COM,False,False,False,,False,False,False,False,False,False,False,False,False,,$125;000-$149;999,,,,,False,,False,True,True,False,False,False,False,False,False,False,False,False,,,,,MULTI FAMILY DWELLING UNIT,,False,,,,,,,,,,,,,,,,,,,,,Monday,19,45670,13,0:07:09,0
,,,,False,,,,,,print ad,False,,,dallas,TX,COM,False,False,False,,False,False,False,False,False,False,False,False,False,,$300;000-$349;999,,,condo,,False,,False,True,True,False,False,False,False,False,False,False,False,False,2 HOUSEHOLDS,,1;750-1;999 FT,1 ACRE OR LESS,SINGLE FAMILY DWELLING UNIT,,False,,,,,,,,,,1961,,,,,3,,1,,,1970,Monday,19,45674,17,0:10:13,0
,,,,False,,,,,,print ad,True,,,Riverdale,NY,COM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Monday,19,45682,189,1:17:02,0
,,,,False,,,,,,other,True,,,Scotch Plains,NJ,COM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tuesday,2,45704,59,0:25:24,0
,,,,False,,,,,,friend / family,True,,,Bronx,NY,COM,False,False,False,Single,True,True,True,True,True,True,True,True,False,$40;000-$49;999,$350;000-$399;999,,,,,False,Owner,True,True,True,False,False,False,False,False,False,False,False,False,100+ HOUSEHOLDS,,,,MULTI FAMILY DWELLING UNIT,EQUITY $150;000-$199;999,False,Female,PROFESSIONAL/TECHNICAL,,,,,38,32,2,,6,1994,199400,,,1,,,,1900,Tuesday,4,45712,62,0:36:17,0
,,,,False,,,,,,e-mail,True,,,Carrollton,TX,COM,True,True,True,Married,False,True,True,True,False,False,True,False,True,$125;000 OR MORE,$200;000-$224;999,True,STATION WAGON,,,False,Owner,True,True,True,False,False,False,False,False,False,False,False,False,SINGLE HOUSEHOLD,,,,SINGLE FAMILY DWELLING UNIT,EQUITY $50;000-$74;000,False,,,,,,33000,42,,3,,7,1992,199212,1,4,,,,12,1991,Tuesday,5,45720,1,0:00:00,0
,,,,False,,,,,,friend / family,True,,,Philadelphia,PA,COM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tuesday,5,45724,5,0:01:26,0
,,,,False,,,,,,print ad,True,,,Chattanooga,TN,EDU,True,True,False,Married,True,True,True,True,True,True,True,False,True,$50;000-$74;999,$75;000-$99;999,True,STATION WAGON,single family dwelling,80-84%,False,Owner,True,True,True,False,False,False,False,False,False,False,False,True,SINGLE HOUSEHOLD,EQUITY LESS THAN OR EQUAL $0,3;000-3;499 FT,,SINGLE FAMILY DWELLING UNIT,EQUITY $20;000-$29;000,False,Female,STUDENT,Male,,,42000,48,20,2,1915,2,1997,199708,1,3,1,4,8,8,1944,Tuesday,6,45740,7,0:03:14,0
,,,,False,,,,,,,True,,,Oldtown,FL,Gazelle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tuesday,6,45748,11,0:04:12,0
,,,,False,,,,,,print ad,True,,,Misison Viejo,CA,COM,False,False,False,Single,True,True,True,False,False,False,False,False,False,$30;000-$39;999,$175;000-$199;999,True,,,,False,Renter,False,True,True,False,False,False,False,False,False,False,False,False,2 HOUSEHOLDS,,,,MULTI FAMILY DWELLING UNIT,,False,Female,ADMINISTRATIVE/MANAGERIAL,,,,,32,,1,,0,,,,,,,,,1996,Tuesday,7,45756,39,0:15:21,0
,,,,False,,,,,,friend / family,False,,,Stamford;,CT,Gazelle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tuesday,8,45760,18,0:13:29,0
,,,,False,,,,,,friend / family,True,,,Stamford,CT,NET,False,False,False,,False,True,True,False,False,True,False,False,True,$75;000-$99;999,,,,,,False,,True,True,True,False,True,False,True,True,False,False,False,True,SINGLE HOUSEHOLD,,,,SINGLE FAMILY DWELLING UNIT,,False,Female,,,,,,,,2,,1,,,,,3,,,,1996,Tuesday,7,45770,17,0:15:44,0
,,,,False,,,,,,friend / family,True,,,WHITE PLAINS,NY,COM,False,False,False,Married,False,True,True,True,False,True,False,False,False,$125;000 OR MORE,$225;000-$249;999,,IMPORT (STANDARD/ECONOMY),single family dwelling,0% (NO LOANS),False,Owner,True,True,True,False,False,True,True,False,False,False,False,True,SINGLE HOUSEHOLD,EQUITY $150;000-$199;999,,1 ACRE OR LESS,SINGLE FAMILY DWELLING UNIT,EQUITY $200;000-$249;999,True,,,,,,13000,32,,3,,15,1979,197900,2,4,3,5,,,1976,Tuesday,10,45786,1,0:00:00,0
,,,,False,,,,,,friend / family,True,,,Cos Cob,CT,COM,False,False,False,,False,False,True,True,True,False,False,False,False,$125;000 OR MORE,$450;000-$499;999,,,,,False,Owner,False,True,True,False,False,False,False,False,False,False,False,False,4 HOUSEHOLDS,,,,MULTI FAMILY DWELLING UNIT,EQUITY $200;000-$249;999,False,,,Male,,,,,50,2,,10,1990,199000,,,,,,,1990,Tuesday,10,45790,8,0:09:50,0
,,,,False,,,,,,other,True,,,Cranston,RI,COM,False,False,False,Married,False,True,True,True,True,False,False,True,False,$100;000-$124;999,$75;000-$99;999,True,,,,False,Owner,True,True,True,False,False,False,False,False,False,False,False,False,9 HOUSEHOLDS,,,,MULTI FAMILY DWELLING UNIT,EQUITY $75;000-$99;999,False,Female,,Male,,,,50,40,4,,6,1994,199400,1,,,,,,1971,Tuesday,10,45794,4,0:01:40,0
